COUNTRY_CODE,COUNTRY,GHE_CAUSE_CODE,GHE_CAUSE_TYPE,GHE_CAUSE_TITLE,YEAR,SEX_CODE,AGEGROUP_CODE,POPULATION,DEATHS,DEATHS_RATE,DEATHS_100K,DALY,DALY_RATE,DALY_100K
USA,United States of America,800,Noncommunicable diseases,Diabetes mellitus,2000,FMLE,YEARS25-29,9523399.0,86.9,9.12e-06,0.9,12380.4,0.00129999,130.0
USA,United States of America,710,Noncommunicable diseases,Cervix uteri cancer,2000,FMLE,YEARS25-29,9523399.0,88.7,9.31e-06,0.9,5846.9,0.00061396,61.4
USA,United States of America,751,Noncommunicable diseases,Brain and nervous system cancers,2000,FMLE,YEARS25-29,9523399.0,73.9,7.76e-06,0.8,4761.4,0.00049997,50.0
USA,United States of America,1130,Noncommunicable diseases,Ischaemic heart disease,2000,FMLE,YEARS25-29,9523399.0,77.1,8.09e-06,0.8,5012.5,0.00052633,52.6
USA,United States of America,390,"Communicable, maternal, perinatal and nutritional conditions",Lower respiratory infections,2000,FMLE,YEARS25-29,9523399.0,63.2,6.64e-06,0.7,4264.4,0.00044778,44.8
USA,United States of America,1560,Injuries,"Fire, heat and hot substances",2000,FMLE,YEARS25-29,9523399.0,43.1,4.52e-06,0.5,4601.9,0.00048322,48.3
USA,United States of America,1190,Noncommunicable diseases,Asthma,2000,FMLE,YEARS25-29,9523399.0,43.2,4.54e-06,0.5,26933.3,0.00282812,282.8
USA,United States of America,1270,Noncommunicable diseases,Kidney diseases,2000,FMLE,YEARS25-29,9523399.0,47.8,5.02e-06,0.5,9442.5,0.0009915,99.1
USA,United States of America,730,Noncommunicable diseases,Ovary cancer,2000,FMLE,YEARS25-29,9523399.0,38.6,4.05e-06,0.4,2564.6,0.0002693,26.9
USA,United States of America,650,Noncommunicable diseases,Colon and rectum cancers,2000,FMLE,YEARS25-29,9523399.0,42.1,4.42e-06,0.4,2805.1,0.00029454,29.5
USA,United States of America,1120,Noncommunicable diseases,Hypertensive heart disease,2000,FMLE,YEARS25-29,9523399.0,36.9,3.87e-06,0.4,2522.9,0.00026492,26.5
USA,United States of America,1570,Injuries,Drowning,2000,FMLE,YEARS25-29,9523399.0,29.8,3.13e-06,0.3,2051.2,0.00021538,21.5
USA,United States of America,690,Noncommunicable diseases,Melanoma and other skin cancers,2000,FMLE,YEARS25-29,9523399.0,30.7,3.22e-06,0.3,2417.7,0.00025387,25.4
USA,United States of America,640,Noncommunicable diseases,Stomach cancer,2000,FMLE,YEARS25-29,9523399.0,15.9,1.67e-06,0.2,1013.9,0.00010646,10.6
USA,United States of America,1575,Injuries,Exposure to mechanical forces,2000,FMLE,YEARS25-29,9523399.0,14.4,1.51e-06,0.2,5124.1,0.00053806,53.8
USA,United States of America,812,Noncommunicable diseases,Sickle cell disorders and trait,2000,FMLE,YEARS25-29,9523399.0,19.0,1.99e-06,0.2,3336.7,0.00035037,35.0
USA,United States of America,980,Noncommunicable diseases,Multiple sclerosis,2000,FMLE,YEARS25-29,9523399.0,14.8,1.55e-06,0.2,4090.6,0.00042954,43.0
USA,United States of America,1550,Injuries,Falls,2000,FMLE,YEARS25-29,9523399.0,16.4,1.72e-06,0.2,11679.1,0.00122636,122.6
USA,United States of America,860,Noncommunicable diseases,Alcohol use disorders,2000,FMLE,YEARS25-29,9523399.0,17.9,1.88e-06,0.2,45745.3,0.00480346,480.3
USA,United States of America,1230,Noncommunicable diseases,Cirrhosis of the liver,2000,FMLE,YEARS25-29,9523399.0,22.1,2.32e-06,0.2,1508.9,0.00015844,15.8
USA,United States of America,1248,Noncommunicable diseases,Pancreatitis,2000,FMLE,YEARS25-29,9523399.0,17.9,1.88e-06,0.2,1403.7,0.00014739,14.7
USA,United States of America,970,Noncommunicable diseases,Epilepsy,2000,FMLE,YEARS25-29,9523399.0,22.1,2.32e-06,0.2,8608.8,0.00090397,90.4
USA,United States of America,170,"Communicable, maternal, perinatal and nutritional conditions",Meningitis,2000,FMLE,YEARS25-29,9523399.0,15.8,1.66e-06,0.2,1111.8,0.00011674,11.7
USA,United States of America,1330,Noncommunicable diseases,Skin diseases,2000,FMLE,YEARS25-29,9523399.0,19.0,1.99e-06,0.2,21776.6,0.00228664,228.7
USA,United States of America,745,Noncommunicable diseases,Kidney cancer,2000,FMLE,YEARS25-29,9523399.0,8.0,8.4e-07,0.1,533.3,5.6e-05,5.6
USA,United States of America,680,Noncommunicable diseases,"Trachea, bronchus, lung cancers",2000,FMLE,YEARS25-29,9523399.0,9.6,1.01e-06,0.1,619.8,6.509e-05,6.5
USA,United States of America,811,Noncommunicable diseases,Thalassaemias,2000,FMLE,YEARS25-29,9523399.0,5.9,6.1e-07,0.1,2594.0,0.00027238,27.2
USA,United States of America,920,Noncommunicable diseases,Idiopathic intellectual disability,2000,FMLE,YEARS25-29,9523399.0,7.4,7.7e-07,0.1,5467.4,0.00057411,57.4
USA,United States of America,620,Noncommunicable diseases,Mouth and oropharynx cancers,2000,FMLE,YEARS25-29,9523399.0,6.8,7.2e-07,0.1,467.1,4.905e-05,4.9
USA,United States of America,1540,Injuries,Poisonings,2000,FMLE,YEARS25-29,9523399.0,11.3,1.18e-06,0.1,1369.3,0.00014378,14.4
USA,United States of America,200,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis C,2000,FMLE,YEARS25-29,9523399.0,6.3,6.6e-07,0.1,401.4,4.214e-05,4.2
USA,United States of America,190,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis B,2000,FMLE,YEARS25-29,9523399.0,5.8,6.1e-07,0.1,379.6,3.986e-05,4.0
USA,United States of America,1180,Noncommunicable diseases,Chronic obstructive pulmonary disease,2000,FMLE,YEARS25-29,9523399.0,13.9,1.46e-06,0.1,7018.5,0.00073698,73.7
USA,United States of America,670,Noncommunicable diseases,Pancreas cancer,2000,FMLE,YEARS25-29,9523399.0,6.4,6.8e-07,0.1,406.3,4.266e-05,4.3
USA,United States of America,1110,Noncommunicable diseases,Rheumatic heart disease,2000,FMLE,YEARS25-29,9523399.0,8.4,8.9e-07,0.1,687.5,7.219e-05,7.2
USA,United States of America,1244,Noncommunicable diseases,Inflammatory bowel disease,2000,FMLE,YEARS25-29,9523399.0,6.3,6.6e-07,0.1,5120.0,0.00053763,53.8
USA,United States of America,660,Noncommunicable diseases,Liver cancer,2000,FMLE,YEARS25-29,9523399.0,10.7,1.13e-06,0.1,676.5,7.104e-05,7.1
USA,United States of America,180,"Communicable, maternal, perinatal and nutritional conditions",Encephalitis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,29.3,3.08e-06,0.3
USA,United States of America,580,"Communicable, maternal, perinatal and nutritional conditions",Iron-deficiency anaemia,2000,FMLE,YEARS25-29,9523399.0,2.1,2.2e-07,0.0,3611.6,0.00037923,37.9
USA,United States of America,750,Noncommunicable diseases,Bladder cancer,2000,FMLE,YEARS25-29,9523399.0,1.1,1.2e-07,0.0,85.0,8.93e-06,0.9
USA,United States of America,1040,Noncommunicable diseases,Cataracts,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,64.4,6.76e-06,0.7
USA,United States of America,720,Noncommunicable diseases,Corpus uteri cancer,2000,FMLE,YEARS25-29,9523399.0,1.2,1.2e-07,0.0,106.3,1.117e-05,1.1
USA,United States of America,186,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis A,2000,FMLE,YEARS25-29,9523399.0,3.4,3.5e-07,0.0,508.1,5.335e-05,5.3
USA,United States of America,830,Noncommunicable diseases,Depressive disorders,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,155729.9,0.01635234,1635.2
USA,United States of America,1000,Noncommunicable diseases,Non-migraine headache,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,9077.4,0.00095317,95.3
USA,United States of America,30,"Communicable, maternal, perinatal and nutritional conditions",Tuberculosis,2000,FMLE,YEARS25-29,9523399.0,4.3,4.5e-07,0.0,554.8,5.826e-05,5.8
USA,United States of America,270,"Communicable, maternal, perinatal and nutritional conditions",Lymphatic filariasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1505,Noncommunicable diseases,Sudden infant death syndrome,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1580,Injuries,Natural disasters,2000,FMLE,YEARS25-29,9523399.0,2.5,2.6e-07,0.0,175.3,1.841e-05,1.8
USA,United States of America,240,"Communicable, maternal, perinatal and nutritional conditions",Chagas disease,2000,FMLE,YEARS25-29,9523399.0,1.1,1.1e-07,0.0,76.0,7.98e-06,0.8
USA,United States of America,880,Noncommunicable diseases,Anxiety disorders,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,115709.5,0.01215003,1215.0
USA,United States of America,350,"Communicable, maternal, perinatal and nutritional conditions",Trichuriasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,630,Noncommunicable diseases,Oesophagus cancer,2000,FMLE,YEARS25-29,9523399.0,2.3,2.4e-07,0.0,144.2,1.514e-05,1.5
USA,United States of America,110,"Communicable, maternal, perinatal and nutritional conditions",Diarrhoeal diseases,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,6485.9,0.00068105,68.1
USA,United States of America,950,Noncommunicable diseases,Alzheimer disease and other dementias,2000,FMLE,YEARS25-29,9523399.0,1.1,1.1e-07,0.0,66.0,6.93e-06,0.7
USA,United States of America,130,"Communicable, maternal, perinatal and nutritional conditions",Whooping cough,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,2.4,2.6e-07,0.0
USA,United States of America,1070,Noncommunicable diseases,Other vision loss,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,1235.6,0.00012975,13.0
USA,United States of America,1050,Noncommunicable diseases,Uncorrected refractive errors,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,12790.1,0.00134301,134.3
USA,United States of America,1290,Noncommunicable diseases,Urolithiasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,368.2,3.866e-05,3.9
USA,United States of America,220,"Communicable, maternal, perinatal and nutritional conditions",Malaria,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,205,"Communicable, maternal, perinatal and nutritional conditions",Acute hepatitis E,2000,FMLE,YEARS25-29,9523399.0,0.5,6e-08,0.0,49.2,5.17e-06,0.5
USA,United States of America,1370,Noncommunicable diseases,Gout,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,182.7,1.918e-05,1.9
USA,United States of America,742,Noncommunicable diseases,Testicular cancer,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1220,Noncommunicable diseases,Peptic ulcer disease,2000,FMLE,YEARS25-29,9523399.0,2.1,2.2e-07,0.0,436.4,4.583e-05,4.6
USA,United States of America,1246,Noncommunicable diseases,Gallbladder and biliary diseases,2000,FMLE,YEARS25-29,9523399.0,4.2,4.4e-07,0.0,6443.0,0.00067655,67.7
USA,United States of America,1350,Noncommunicable diseases,Rheumatoid arthritis,2000,FMLE,YEARS25-29,9523399.0,2.1,2.2e-07,0.0,2528.8,0.00026554,26.6
USA,United States of America,900,Noncommunicable diseases,Autism and Asperger syndrome,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,2985.0,0.00031344,31.3
USA,United States of America,1080,Noncommunicable diseases,Other hearing loss,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,10364.6,0.00108833,108.8
USA,United States of America,754,Noncommunicable diseases,Thyroid cancer,2000,FMLE,YEARS25-29,9523399.0,1.1,1.2e-07,0.0,151.3,1.589e-05,1.6
USA,United States of America,365,"Communicable, maternal, perinatal and nutritional conditions",Leprosy,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,295,"Communicable, maternal, perinatal and nutritional conditions",Echinococcosis,2000,FMLE,YEARS25-29,9523399.0,1.3,1.4e-07,0.0,101.7,1.067e-05,1.1
USA,United States of America,752,Noncommunicable diseases,Gallbladder and biliary tract cancer,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,1.5,1.6e-07,0.0
USA,United States of America,310,"Communicable, maternal, perinatal and nutritional conditions",Trachoma,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1470,Noncommunicable diseases,Oral conditions,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,14547.9,0.00152759,152.8
USA,United States of America,1630,Injuries,Collective violence and legal intervention,2000,FMLE,YEARS25-29,9523399.0,3.4,3.6e-07,0.0,231.2,2.428e-05,2.4
USA,United States of America,850,Noncommunicable diseases,Schizophrenia,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,41913.8,0.00440113,440.1
USA,United States of America,260,"Communicable, maternal, perinatal and nutritional conditions",Leishmaniasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1030,Noncommunicable diseases,Glaucoma,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,250,"Communicable, maternal, perinatal and nutritional conditions",Schistosomiasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,85,"Communicable, maternal, perinatal and nutritional conditions",Genital herpes,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,572.6,6.013e-05,6.0
USA,United States of America,1320,Noncommunicable diseases,Gynecological diseases,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,93176.7,0.00978397,978.4
USA,United States of America,1240,Noncommunicable diseases,Appendicitis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,291.0,3.055e-05,3.1
USA,United States of America,230,"Communicable, maternal, perinatal and nutritional conditions",African trypanosomiasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,50,"Communicable, maternal, perinatal and nutritional conditions",Syphilis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,24.6,2.58e-06,0.3
USA,United States of America,140,"Communicable, maternal, perinatal and nutritional conditions",Diphtheria,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,400,"Communicable, maternal, perinatal and nutritional conditions",Upper respiratory infections,2000,FMLE,YEARS25-29,9523399.0,1.1,1.1e-07,0.0,10624.4,0.00111561,111.6
USA,United States of America,340,"Communicable, maternal, perinatal and nutritional conditions",Ascariasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,160,"Communicable, maternal, perinatal and nutritional conditions",Tetanus,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,360,"Communicable, maternal, perinatal and nutritional conditions",Hookworm disease,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,320,"Communicable, maternal, perinatal and nutritional conditions",Rabies,2000,FMLE,YEARS25-29,9523399.0,1.7,1.8e-07,0.0,105.7,1.11e-05,1.1
USA,United States of America,60,"Communicable, maternal, perinatal and nutritional conditions",Chlamydia,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,662.7,6.958e-05,7.0
USA,United States of America,960,Noncommunicable diseases,Parkinson disease,2000,FMLE,YEARS25-29,9523399.0,1.1,1.1e-07,0.0,78.7,8.27e-06,0.8
USA,United States of America,1242,Noncommunicable diseases,Paralytic ileus and intestinal obstruction,2000,FMLE,YEARS25-29,9523399.0,4.2,4.4e-07,0.0,412.2,4.328e-05,4.3
USA,United States of America,70,"Communicable, maternal, perinatal and nutritional conditions",Gonorrhoea,2000,FMLE,YEARS25-29,9523399.0,1.1,1.1e-07,0.0,442.4,4.646e-05,4.6
USA,United States of America,285,"Communicable, maternal, perinatal and nutritional conditions",Cysticercosis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,168.2,1.766e-05,1.8
USA,United States of America,1310,Noncommunicable diseases,Infertility,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,5248.5,0.00055112,55.1
USA,United States of America,1380,Noncommunicable diseases,Back and neck pain,2000,FMLE,YEARS25-29,9523399.0,1.1,1.1e-07,0.0,98365.9,0.01032886,1032.9
USA,United States of America,890,Noncommunicable diseases,Eating disorders,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,35959.5,0.00377591,377.6
USA,United States of America,280,"Communicable, maternal, perinatal and nutritional conditions",Onchocerciasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,990,Noncommunicable diseases,Migraine,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,76336.1,0.00801564,801.6
USA,United States of America,300,"Communicable, maternal, perinatal and nutritional conditions",Dengue,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,4.3,4.6e-07,0.0
USA,United States of America,1241,Noncommunicable diseases,Gastritis and duodenitis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,2108.6,0.00022141,22.1
USA,United States of America,910,Noncommunicable diseases,Childhood behavioural disorders,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,1363.5,0.00014317,14.3
USA,United States of America,1280,Noncommunicable diseases,Benign prostatic hyperplasia,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1060,Noncommunicable diseases,Macular degeneration,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,570,"Communicable, maternal, perinatal and nutritional conditions",Vitamin A deficiency,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,550,"Communicable, maternal, perinatal and nutritional conditions",Protein-energy malnutrition,2000,FMLE,YEARS25-29,9523399.0,4.2,4.4e-07,0.0,1703.5,0.00017888,17.9
USA,United States of America,150,"Communicable, maternal, perinatal and nutritional conditions",Measles,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,1360,Noncommunicable diseases,Osteoarthritis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,840,Noncommunicable diseases,Bipolar disorder,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,17602.8,0.00184837,184.8
USA,United States of America,560,"Communicable, maternal, perinatal and nutritional conditions",Iodine deficiency,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,353.6,3.713e-05,3.7
USA,United States of America,740,Noncommunicable diseases,Prostate cancer,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,362,"Communicable, maternal, perinatal and nutritional conditions",Food-bourne trematodes,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,315,"Communicable, maternal, perinatal and nutritional conditions",Yellow fever,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.0,0.0,0.0
USA,United States of America,80,"Communicable, maternal, perinatal and nutritional conditions",Trichomoniasis,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,1571.2,0.00016498,16.5
USA,United States of America,490,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2000,FMLE,YEARS25-29,9523399.0,1.1,1.1e-07,0.0,20946.0,0.00219943,219.9
USA,United States of America,753,Noncommunicable diseases,Larynx cancer,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,21.9,2.3e-06,0.2
USA,United States of America,410,"Communicable, maternal, perinatal and nutritional conditions",Otitis media,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,1233.4,0.00012951,13.0
USA,United States of America,755,Noncommunicable diseases,Mesothelioma,2000,FMLE,YEARS25-29,9523399.0,0.0,0.0,0.0,0.8,8e-08,0.0
USA,United States of America,1530,Injuries,Road injury,2000,FMLE,YEARS30-34,10096342.0,882.1,8.737e-05,8.7,64439.5,0.00638246,638.2
USA,United States of America,100,"Communicable, maternal, perinatal and nutritional conditions",HIV/AIDS,2000,FMLE,YEARS30-34,10096342.0,590.2,5.846e-05,5.8,38052.6,0.00376895,376.9
USA,United States of America,1610,Injuries,Self-harm,2000,FMLE,YEARS30-34,10096342.0,494.5,4.898e-05,4.9,30087.6,0.00298005,298.0
USA,United States of America,1620,Injuries,Interpersonal violence,2000,FMLE,YEARS30-34,10096342.0,440.0,4.358e-05,4.4,29822.1,0.00295375,295.4
USA,United States of America,870,Noncommunicable diseases,Drug use disorders,2000,FMLE,YEARS30-34,10096342.0,433.1,4.29e-05,4.3,105016.2,0.01040141,1040.1
USA,United States of America,700,Noncommunicable diseases,Breast cancer,2000,FMLE,YEARS30-34,10096342.0,426.9,4.229e-05,4.2,26967.4,0.00267101,267.1
USA,United States of America,1130,Noncommunicable diseases,Ischaemic heart disease,2000,FMLE,YEARS30-34,10096342.0,223.1,2.21e-05,2.2,13253.5,0.00131271,131.3
USA,United States of America,1140,Noncommunicable diseases,Stroke,2000,FMLE,YEARS30-34,10096342.0,208.4,2.064e-05,2.1,21001.3,0.00208009,208.0
USA,United States of America,710,Noncommunicable diseases,Cervix uteri cancer,2000,FMLE,YEARS30-34,10096342.0,189.7,1.879e-05,1.9,11633.9,0.00115229,115.2
USA,United States of America,1150,Noncommunicable diseases,"Cardiomyopathy, myocarditis, endocarditis",2000,FMLE,YEARS30-34,10096342.0,176.8,1.751e-05,1.8,11189.6,0.00110828,110.8
USA,United States of America,800,Noncommunicable diseases,Diabetes mellitus,2000,FMLE,YEARS30-34,10096342.0,149.6,1.482e-05,1.5,19520.1,0.00193338,193.3
USA,United States of America,1400,Noncommunicable diseases,Congenital anomalies,2000,FMLE,YEARS30-34,10096342.0,127.1,1.259e-05,1.3,13891.7,0.00137591,137.6
USA,United States of America,760,Noncommunicable diseases,"Lymphomas, multiple myeloma",2000,FMLE,YEARS30-34,10096342.0,111.5,1.104e-05,1.1,6887.6,0.00068219,68.2
USA,United States of America,390,"Communicable, maternal, perinatal and nutritional conditions",Lower respiratory infections,2000,FMLE,YEARS30-34,10096342.0,107.5,1.065e-05,1.1,6579.7,0.00065169,65.2
USA,United States of America,1230,Noncommunicable diseases,Cirrhosis of the liver,2000,FMLE,YEARS30-34,10096342.0,109.6,1.086e-05,1.1,6504.6,0.00064425,64.4
USA,United States of America,770,Noncommunicable diseases,Leukaemia,2000,FMLE,YEARS30-34,10096342.0,103.7,1.027e-05,1.0,6079.2,0.00060212,60.2
USA,United States of America,1270,Noncommunicable diseases,Kidney diseases,2000,FMLE,YEARS30-34,10096342.0,105.1,1.041e-05,1.0,15106.1,0.00149619,149.6
USA,United States of America,420,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,2000,FMLE,YEARS30-34,10096342.0,97.9,9.7e-06,1.0,10506.2,0.0010406,104.1
USA,United States of America,680,Noncommunicable diseases,"Trachea, bronchus, lung cancers",2000,FMLE,YEARS30-34,10096342.0,90.8,8.99e-06,0.9,5287.5,0.00052371,52.4
USA,United States of America,650,Noncommunicable diseases,Colon and rectum cancers,2000,FMLE,YEARS30-34,10096342.0,91.4,9.05e-06,0.9,5597.4,0.0005544,55.4
USA,United States of America,1120,Noncommunicable diseases,Hypertensive heart disease,2000,FMLE,YEARS30-34,10096342.0,75.9,7.52e-06,0.8,4868.3,0.00048218,48.2
USA,United States of America,751,Noncommunicable diseases,Brain and nervous system cancers,2000,FMLE,YEARS30-34,10096342.0,85.8,8.5e-06,0.8,5109.2,0.00050605,50.6
USA,United States of America,730,Noncommunicable diseases,Ovary cancer,2000,FMLE,YEARS30-34,10096342.0,68.6,6.8e-06,0.7,4184.4,0.00041444,41.4
USA,United States of America,1190,Noncommunicable diseases,Asthma,2000,FMLE,YEARS30-34,10096342.0,69.6,6.89e-06,0.7,28605.6,0.00283327,283.3
USA,United States of America,690,Noncommunicable diseases,Melanoma and other skin cancers,2000,FMLE,YEARS30-34,10096342.0,56.8,5.63e-06,0.6,4010.5,0.00039723,39.7
USA,United States of America,640,Noncommunicable diseases,Stomach cancer,2000,FMLE,YEARS30-34,10096342.0,45.7,4.53e-06,0.5,2672.5,0.0002647,26.5
USA,United States of America,860,Noncommunicable diseases,Alcohol use disorders,2000,FMLE,YEARS30-34,10096342.0,50.6,5.01e-06,0.5,37845.8,0.00374847,374.8
USA,United States of America,1560,Injuries,"Fire, heat and hot substances",2000,FMLE,YEARS30-34,10096342.0,44.2,4.38e-06,0.4,6021.8,0.00059643,59.6
USA,United States of America,970,Noncommunicable diseases,Epilepsy,2000,FMLE,YEARS30-34,10096342.0,37.9,3.76e-06,0.4,8949.8,0.00088644,88.6
USA,United States of America,980,Noncommunicable diseases,Multiple sclerosis,2000,FMLE,YEARS30-34,10096342.0,29.5,2.92e-06,0.3,6866.2,0.00068007,68.0
USA,United States of America,812,Noncommunicable diseases,Sickle cell disorders and trait,2000,FMLE,YEARS30-34,10096342.0,27.5,2.73e-06,0.3,4081.6,0.00040427,40.4
USA,United States of America,1570,Injuries,Drowning,2000,FMLE,YEARS30-34,10096342.0,27.4,2.71e-06,0.3,1797.4,0.00017803,17.8
USA,United States of America,1575,Injuries,Exposure to mechanical forces,2000,FMLE,YEARS30-34,10096342.0,29.5,2.92e-06,0.3,7254.6,0.00071853,71.9
USA,United States of America,670,Noncommunicable diseases,Pancreas cancer,2000,FMLE,YEARS30-34,10096342.0,16.9,1.67e-06,0.2,983.4,9.74e-05,9.7
USA,United States of America,660,Noncommunicable diseases,Liver cancer,2000,FMLE,YEARS30-34,10096342.0,17.9,1.78e-06,0.2,1042.8,0.00010329,10.3
USA,United States of America,170,"Communicable, maternal, perinatal and nutritional conditions",Meningitis,2000,FMLE,YEARS30-34,10096342.0,17.9,1.77e-06,0.2,1173.9,0.00011627,11.6
USA,United States of America,620,Noncommunicable diseases,Mouth and oropharynx cancers,2000,FMLE,YEARS30-34,10096342.0,17.8,1.77e-06,0.2,1096.8,0.00010864,10.9
USA,United States of America,1248,Noncommunicable diseases,Pancreatitis,2000,FMLE,YEARS30-34,10096342.0,22.1,2.19e-06,0.2,1637.8,0.00016222,16.2
USA,United States of America,1550,Injuries,Falls,2000,FMLE,YEARS30-34,10096342.0,15.8,1.56e-06,0.2,15618.4,0.00154694,154.7
USA,United States of America,745,Noncommunicable diseases,Kidney cancer,2000,FMLE,YEARS30-34,10096342.0,10.0,9.9e-07,0.1,655.2,6.489e-05,6.5
USA,United States of America,1540,Injuries,Poisonings,2000,FMLE,YEARS30-34,10096342.0,12.6,1.25e-06,0.1,1436.8,0.00014231,14.2
USA,United States of America,1244,Noncommunicable diseases,Inflammatory bowel disease,2000,FMLE,YEARS30-34,10096342.0,9.5,9.4e-07,0.1,6597.7,0.00065347,65.3
USA,United States of America,750,Noncommunicable diseases,Bladder cancer,2000,FMLE,YEARS30-34,10096342.0,7.8,7.7e-07,0.1,476.2,4.716e-05,4.7
USA,United States of America,950,Noncommunicable diseases,Alzheimer disease and other dementias,2000,FMLE,YEARS30-34,10096342.0,6.3,6.3e-07,0.1,364.9,3.614e-05,3.6
USA,United States of America,630,Noncommunicable diseases,Oesophagus cancer,2000,FMLE,YEARS30-34,10096342.0,6.7,6.6e-07,0.1,388.6,3.849e-05,3.8
